Date,Open,High,Low,Close,Volume
03.01.2021 23:00:00.000,1904.998,1910.898,1903.288,1908.805,1343124.9859
03.01.2021 23:15:00.000,1908.785,1911.148,1907.978,1910.765,349300.0011
03.01.2021 23:30:00.000,1910.645,1914.858,1910.235,1914.085,730929.9987
03.01.2021 23:45:00.000,1914.115,1914.315,1909.455,1913.035,673800.0028000001
04.01.2021 00:00:00.000,1913.025,1913.330,1910.268,1910.308,552609.9988000001
04.01.2021 00:15:00.000,1910.308,1911.118,1909.858,1910.918,275039.9974
04.01.2021 00:30:00.000,1910.878,1912.215,1910.258,1911.558,213669.99950000003
04.01.2021 00:45:00.000,1911.458,1913.508,1911.258,1913.278,271420.0034
04.01.2021 01:00:00.000,1913.278,1916.888,1912.124,1916.315,1115699.9989999998
04.01.2021 01:15:00.000,1916.178,1916.505,1913.778,1914.855,567459.9985999999
04.01.2021 01:30:00.000,1914.865,1918.008,1913.174,1916.955,709860.0042999999
04.01.2021 01:45:00.000,1916.968,1918.655,1915.034,1916.524,463760.0026
04.01.2021 02:00:00.000,1916.558,1918.828,1915.394,1918.575,561519.9972
04.01.2021 02:15:00.000,1918.585,1919.058,1918.048,1918.288,400879.9996999999
04.01.2021 02:30:00.000,1918.338,1919.065,1917.928,1919.045,446470.0001
04.01.2021 02:45:00.000,1919.055,1921.775,1919.005,1921.675,926770.0071
04.01.2021 03:00:00.000,1921.695,1921.985,1920.675,1921.345,391250.0032
04.01.2021 03:15:00.000,1921.315,1923.495,1921.308,1923.078,412590.00259999995
04.01.2021 03:30:00.000,1923.078,1925.145,1922.825,1924.168,425489.9966
04.01.2021 03:45:00.000,1924.125,1924.218,1921.807,1923.120,493900.0006
04.01.2021 04:00:00.000,1923.119,1923.634,1922.025,1923.108,411760.0006
04.01.2021 04:15:00.000,1923.075,1923.108,1921.182,1921.938,276839.9972
04.01.2021 04:30:00.000,1921.988,1922.925,1920.108,1922.785,364660.0005
04.01.2021 04:45:00.000,1922.785,1922.988,1922.255,1922.605,189019.999
04.01.2021 05:00:00.000,1922.595,1922.925,1922.018,1922.018,181769.99829999998
04.01.2021 05:15:00.000,1922.018,1922.018,1918.984,1920.585,347835.0053
04.01.2021 05:30:00.000,1920.585,1921.858,1919.048,1919.305,550169.9989000001
04.01.2021 05:45:00.000,1919.335,1921.608,1918.988,1921.548,557557.9982
04.01.2021 06:00:00.000,1921.648,1923.818,1921.345,1922.745,562590.0031
04.01.2021 06:15:00.000,1922.755,1925.475,1922.635,1924.188,817760.0019999999
04.01.2021 06:30:00.000,1924.194,1925.124,1922.798,1923.018,394060.0008
04.01.2021 06:45:00.000,1922.968,1923.895,1922.635,1922.835,379249.99749999994
04.01.2021 07:00:00.000,1922.828,1923.895,1922.318,1923.465,280509.999
04.01.2021 07:15:00.000,1923.455,1924.468,1923.415,1923.878,382500.00390000007
04.01.2021 07:30:00.000,1923.878,1925.428,1923.568,1924.545,278829.99549999996
04.01.2021 07:45:00.000,1924.555,1925.038,1922.858,1924.668,533589.9983
04.01.2021 08:00:00.000,1924.678,1928.224,1924.468,1927.586,777459.9922
04.01.2021 08:15:00.000,1927.579,1935.085,1926.968,1934.798,1202049.9893
04.01.2021 08:30:00.000,1934.765,1934.878,1932.104,1932.538,564780.0026000001
04.01.2021 08:45:00.000,1932.538,1933.228,1931.158,1932.038,457899.99700000003
04.01.2021 09:00:00.000,1931.998,1933.875,1931.315,1931.315,603410
04.01.2021 09:15:00.000,1931.315,1932.385,1930.435,1932.135,541900.0068
04.01.2021 09:30:00.000,1932.128,1933.018,1931.005,1931.418,264000.00229999993
04.01.2021 09:45:00.000,1931.418,1932.938,1930.815,1932.088,435920.0021
04.01.2021 10:00:00.000,1932.038,1932.558,1930.518,1932.058,272759.999
04.01.2021 10:15:00.000,1932.008,1932.018,1927.785,1928.934,415980.0011
04.01.2021 10:30:00.000,1928.908,1932.215,1928.414,1932.115,476550.0035
04.01.2021 10:45:00.000,1932.045,1934.428,1931.415,1933.415,586749.9971999999
04.01.2021 11:00:00.000,1933.444,1936.358,1933.405,1934.368,532510.003
04.01.2021 11:15:00.000,1934.368,1935.685,1933.305,1935.265,474709.9961
04.01.2021 11:30:00.000,1935.255,1936.435,1934.368,1934.518,496179.9961
04.01.2021 11:45:00.000,1934.568,1935.428,1932.255,1933.435,627689.9901999999
04.01.2021 12:00:00.000,1933.435,1934.768,1931.518,1933.348,749659.9966999999
04.01.2021 12:15:00.000,1933.398,1934.418,1932.998,1933.305,493580.0005
04.01.2021 12:30:00.000,1933.315,1934.218,1931.208,1931.458,549139.9959999999
04.01.2021 12:45:00.000,1931.458,1932.215,1930.005,1931.868,503780.0038
04.01.2021 13:00:00.000,1931.818,1934.198,1929.648,1933.838,953549.9925
04.01.2021 13:15:00.000,1933.838,1938.320,1933.835,1936.928,916249.9942999999
04.01.2021 13:30:00.000,1936.978,1941.975,1936.978,1940.598,1393130.0045
04.01.2021 13:45:00.000,1940.598,1941.253,1939.130,1939.708,663770.0014000001
04.01.2021 14:00:00.000,1939.778,1941.088,1938.428,1940.718,557380.0040000001
04.01.2021 14:15:00.000,1940.718,1941.570,1937.248,1939.905,915719.9972000001
04.01.2021 14:30:00.000,1939.915,1943.060,1936.538,1941.785,1413879.9831
04.01.2021 14:45:00.000,1941.785,1943.698,1941.085,1941.315,1021819.9974
04.01.2021 15:00:00.000,1941.315,1944.348,1932.638,1933.428,1477404.9967
04.01.2021 15:15:00.000,1933.428,1935.848,1929.228,1934.418,2017130.0024000003
04.01.2021 15:30:00.000,1934.425,1940.408,1934.065,1940.038,1362890.0088
04.01.2021 15:45:00.000,1940.008,1943.518,1938.098,1942.850,1092729.9858000001
04.01.2021 16:00:00.000,1942.840,1943.555,1937.198,1939.240,1089309.9977999998
04.01.2021 16:15:00.000,1939.255,1943.245,1938.358,1941.408,1107880.0036
04.01.2021 16:30:00.000,1941.280,1941.968,1938.928,1939.448,891229.9946999999
04.01.2021 16:45:00.000,1939.448,1941.930,1939.258,1939.945,742430.0033
04.01.2021 17:00:00.000,1939.955,1941.545,1936.818,1936.908,1363309.9981
04.01.2021 17:15:00.000,1936.908,1938.028,1932.518,1937.565,1462240.0069
04.01.2021 17:30:00.000,1937.615,1937.615,1933.228,1936.338,1657279.9980999997
04.01.2021 17:45:00.000,1936.308,1937.838,1934.848,1936.938,1254340.0041
04.01.2021 18:00:00.000,1936.938,1942.650,1936.168,1942.320,796940.0025999999
04.01.2021 18:15:00.000,1942.440,1942.665,1940.540,1941.920,565009.9992000001
04.01.2021 18:30:00.000,1941.938,1942.398,1940.398,1941.265,543819.9972
04.01.2021 18:45:00.000,1941.295,1943.618,1941.165,1943.568,554290.0003
04.01.2021 19:00:00.000,1943.568,1943.635,1939.198,1941.048,559259.9979
04.01.2021 19:15:00.000,1941.015,1941.618,1939.638,1940.465,353530.0018
04.01.2021 19:30:00.000,1940.455,1940.808,1939.698,1940.608,342049.9973000001
04.01.2021 19:45:00.000,1940.558,1942.518,1939.948,1942.388,647869.9966000001
04.01.2021 20:00:00.000,1942.388,1942.610,1941.275,1941.420,884609.9975
04.01.2021 20:15:00.000,1941.430,1942.055,1940.820,1941.605,394359.9984
04.01.2021 20:30:00.000,1941.595,1942.740,1941.078,1942.350,252519.99779999998
04.01.2021 20:45:00.000,1942.318,1944.135,1942.078,1943.538,487864.9981
04.01.2021 21:00:00.000,1943.538,1943.808,1941.695,1941.935,150349.99659999998
04.01.2021 21:15:00.000,1942.015,1942.595,1941.698,1942.185,78009.9999
04.01.2021 21:30:00.000,1942.175,1943.108,1942.128,1942.508,73069.9994
04.01.2021 21:45:00.000,1942.510,1943.558,1942.028,1942.548,91890.00020000001
04.01.2021 23:00:00.000,1941.228,1943.778,1941.018,1943.628,192539.99649999995
04.01.2021 23:15:00.000,1943.628,1945.495,1943.578,1944.279,315950.00129999995
04.01.2021 23:30:00.000,1944.285,1945.228,1942.618,1942.778,214439.99839999995
04.01.2021 23:45:00.000,1942.828,1943.078,1940.378,1941.668,252429.99759999997
05.01.2021 00:00:00.000,1941.518,1941.568,1939.398,1939.888,218980.0021
05.01.2021 00:15:00.000,1940.038,1940.648,1938.978,1939.798,261725.00109999994
05.01.2021 00:30:00.000,1939.788,1940.988,1937.728,1939.098,363754.9988
05.01.2021 00:45:00.000,1939.108,1939.578,1937.765,1938.455,268349.9986
05.01.2021 01:00:00.000,1938.445,1939.045,1935.718,1938.945,627140.0043
05.01.2021 01:15:00.000,1938.988,1939.568,1937.168,1938.158,476480.0034999998
05.01.2021 01:30:00.000,1938.208,1939.118,1936.948,1937.328,372729.99720000004
05.01.2021 01:45:00.000,1937.378,1938.788,1934.178,1937.259,707380.0042
05.01.2021 02:00:00.000,1937.259,1938.698,1936.588,1938.115,472020.0056999999
05.01.2021 02:15:00.000,1938.185,1938.635,1937.498,1938.635,261639.99679999996
05.01.2021 02:30:00.000,1938.615,1939.978,1937.295,1937.555,769999.9996
05.01.2021 02:45:00.000,1937.625,1939.885,1936.835,1939.325,569400.0031
