Date,Open,High,Low,Close,Volume
28.12.2020 00:00:00.000,1888.088,1914.858,1869.018,1913.035,153589083.19460002
04.01.2021 00:00:00.000,1913.025,1959.225,1828.038,1844.665,315035853.8628
11.01.2021 00:00:00.000,1844.625,1863.738,1802.948,1810.325,293155593.87200004
18.01.2021 00:00:00.000,1810.628,1874.915,1810.228,1856.742,307105002.99939996
25.01.2021 00:00:00.000,1856.812,1875.522,1831.227,1855.897,430170289.51650006
01.02.2021 00:00:00.000,1855.897,1871.636,1784.888,1817.885,448820014.23819995
08.02.2021 00:00:00.000,1817.898,1855.232,1807.665,1820.762,338069048.5238999
15.02.2021 00:00:00.000,1820.762,1826.915,1760.440,1783.151,358296600.5802
22.02.2021 00:00:00.000,1783.176,1815.875,1717.090,1739.085,498534574.7471
01.03.2021 00:00:00.000,1739.085,1759.715,1687.138,1707.685,463474620.3423
08.03.2021 00:00:00.000,1707.685,1739.735,1676.696,1725.235,406549672.60359997
15.03.2021 00:00:00.000,1725.235,1755.408,1719.115,1738.088,372218833.9234
22.03.2021 00:00:00.000,1738.075,1745.388,1721.498,1731.015,370750311.6131
29.03.2021 00:00:00.000,1730.985,1732.788,1677.788,1727.968,278704218.3876
05.04.2021 00:00:00.000,1727.965,1758.565,1721.148,1741.678,281122819.5429
12.04.2021 00:00:00.000,1741.618,1783.748,1723.578,1776.675,332111685.753
19.04.2021 00:00:00.000,1776.675,1797.748,1763.505,1774.798,365308403.1343
26.04.2021 00:00:00.000,1774.808,1789.875,1756.028,1768.985,363246953.96430004
03.05.2021 00:00:00.000,1768.985,1843.175,1767.235,1836.155,391446200.6091
10.05.2021 00:00:00.000,1836.175,1848.005,1808.656,1847.005,488140661.47809994
17.05.2021 00:00:00.000,1847.005,1890.022,1843.458,1883.435,305315973.9971
24.05.2021 00:00:00.000,1883.395,1912.648,1872.614,1903.748,346380954.0272
31.05.2021 00:00:00.000,1903.798,1916.485,1855.315,1889.198,277009320.37839997
07.06.2021 00:00:00.000,1889.198,1903.688,1869.668,1873.584,300056874.9903
14.06.2021 00:00:00.000,1873.584,1873.778,1760.767,1769.298,371427917.2421
21.06.2021 00:00:00.000,1769.208,1794.838,1766.378,1781.838,251857419.7291
28.06.2021 00:00:00.000,1781.798,1794.928,1750.488,1786.108,176770960.33089998
05.07.2021 00:00:00.000,1786.108,1818.288,1784.338,1806.368,165455745.1606
12.07.2021 00:00:00.000,1806.358,1833.976,1791.375,1815.588,179487098.3363
19.07.2021 00:00:00.000,1815.588,1824.898,1789.407,1800.198,187207620.02470002
26.07.2021 00:00:00.000,1800.198,1832.590,1792.418,1813.815,162831830.2631
02.08.2021 00:00:00.000,1813.815,1831.605,1670.488,1718.975,157630994.7968
09.08.2021 00:00:00.000,1718.975,1779.998,1706.485,1778.778,165111466.6462
16.08.2021 00:00:00.000,1778.778,1795.437,1770.699,1778.538,161123628.0204
23.08.2021 00:00:00.000,1778.568,1819.225,1776.388,1818.368,149086779.3561
30.08.2021 00:00:00.000,1818.388,1833.908,1801.598,1827.488,129457200.8252
06.09.2021 00:00:00.000,1827.458,1828.378,1782.254,1787.278,151418134.4509
13.09.2021 00:00:00.000,1787.268,1808.558,1745.218,1754.014,189659482.0023
20.09.2021 00:00:00.000,1754.024,1787.188,1737.768,1749.448,190974943.1014
27.09.2021 00:00:00.000,1749.444,1765.153,1721.548,1763.058,249704501.152
04.10.2021 00:00:00.000,1763.058,1781.228,1745.770,1753.878,224704730.98740003
11.10.2021 00:00:00.000,1753.885,1800.458,1750.068,1770.874,208705361.60469997
18.10.2021 00:00:00.000,1770.894,1813.748,1760.184,1794.308,232199301.00439999
25.10.2021 00:00:00.000,1794.378,1810.344,1771.848,1779.958,217965478.00309998
01.11.2021 00:00:00.000,1779.948,1818.423,1758.644,1815.713,184393042.6835
08.11.2021 00:00:00.000,1815.713,1869.364,1812.313,1865.438,203797450.7214
15.11.2021 00:00:00.000,1865.448,1877.118,1838.648,1844.878,216313998.282
22.11.2021 00:00:00.000,1844.888,1848.984,1775.563,1795.425,183048275.59
29.11.2021 00:00:00.000,1795.405,1808.618,1761.815,1782.775,230653079.3309
06.12.2021 00:00:00.000,1782.768,1792.998,1769.968,1783.098,193710897.7436
13.12.2021 00:00:00.000,1783.095,1814.148,1752.928,1799.948,187317198.5149
20.12.2021 00:00:00.000,1800.108,1810.629,1784.838,1807.178,135829837.91820002
27.12.2021 00:00:00.000,1807.178,1831.624,1789.348,1828.354,124771897.1371
