Date,Open,High,Low,Close,Volume
03.01.2021 00:00:00.000,1904.998,1914.858,1903.288,1913.035,3097155.0941
04.01.2021 00:00:00.000,1913.025,1945.495,1909.858,1941.668,56868282.3181
05.01.2021 00:00:00.000,1941.518,1953.085,1934.178,1950.108,49881191.2537
06.01.2021 00:00:00.000,1950.148,1959.225,1900.755,1923.985,71806396.4844
07.01.2021 00:00:00.000,1923.955,1927.518,1906.705,1916.425,57188438.4155
08.01.2021 00:00:00.000,1916.395,1916.548,1828.038,1848.508,76357185.3638
10.01.2021 00:00:00.000,1849.163,1856.568,1841.365,1844.665,2934360.0273
11.01.2021 00:00:00.000,1844.625,1855.346,1816.888,1847.175,64438972.4731
12.01.2021 00:00:00.000,1847.135,1863.738,1836.558,1858.745,58348590.8508
13.01.2021 00:00:00.000,1858.715,1862.892,1841.808,1848.265,57171672.821
14.01.2021 00:00:00.000,1848.255,1857.392,1828.518,1846.758,53880508.4229
15.01.2021 00:00:00.000,1846.808,1856.848,1823.235,1827.478,56119125.3662
17.01.2021 00:00:00.000,1828.608,1830.188,1802.948,1810.325,3196723.938
18.01.2021 00:00:00.000,1810.628,1840.675,1810.228,1837.185,46762660.9802
19.01.2021 00:00:00.000,1837.175,1845.335,1832.843,1840.785,53268482.2083
20.01.2021 00:00:00.000,1840.845,1872.148,1832.272,1869.815,72862609.8633
21.01.2021 00:00:00.000,1869.865,1874.915,1858.131,1869.431,65266876.2207
22.01.2021 00:00:00.000,1869.451,1869.831,1837.195,1855.198,67768058.7769
24.01.2021 00:00:00.000,1854.187,1859.255,1853.777,1856.742,1176314.95
25.01.2021 00:00:00.000,1856.812,1867.735,1847.025,1855.395,75629028.3203
26.01.2021 00:00:00.000,1855.375,1861.635,1848.278,1851.245,65223266.6016
27.01.2021 00:00:00.000,1851.215,1853.096,1831.227,1839.817,78964988.7085
28.01.2021 00:00:00.000,1839.817,1863.915,1833.925,1843.775,95396530.1514
29.01.2021 00:00:00.000,1843.795,1875.522,1839.418,1847.048,109783950.8057
31.01.2021 00:00:00.000,1863.422,1866.837,1851.357,1855.897,5172524.929
01.02.2021 00:00:00.000,1855.897,1871.636,1848.892,1857.585,110595672.6074
02.02.2021 00:00:00.000,1857.605,1863.975,1829.317,1836.325,101878990.1733
03.02.2021 00:00:00.000,1836.405,1844.785,1829.368,1834.225,73370483.3984
04.02.2021 00:00:00.000,1834.225,1834.635,1784.888,1795.775,88035430.9082
05.02.2021 00:00:00.000,1795.795,1815.016,1791.905,1814.048,73106262.207
07.02.2021 00:00:00.000,1816.958,1818.678,1814.258,1817.885,1833174.9439
08.02.2021 00:00:00.000,1817.898,1838.988,1807.665,1830.378,74244132.9956
09.02.2021 00:00:00.000,1830.385,1848.470,1829.808,1836.035,76906250
10.02.2021 00:00:00.000,1836.035,1855.232,1833.915,1841.925,69222290.0391
11.02.2021 00:00:00.000,1841.905,1847.402,1821.007,1826.665,59102104.187
12.02.2021 00:00:00.000,1826.635,1830.615,1810.395,1823.648,57260761.261
14.02.2021 00:00:00.000,1825.118,1826.088,1819.995,1820.762,1333510.0412
15.02.2021 00:00:00.000,1820.762,1826.915,1815.865,1818.595,34836933.136
16.02.2021 00:00:00.000,1818.655,1826.375,1786.604,1788.265,79122009.2773
17.02.2021 00:00:00.000,1788.285,1795.015,1769.418,1778.085,79202484.1309
18.02.2021 00:00:00.000,1778.085,1789.465,1768.305,1771.446,76277801.5137
19.02.2021 00:00:00.000,1771.425,1791.405,1760.440,1783.398,86374702.4536
21.02.2021 00:00:00.000,1781.546,1787.896,1781.175,1783.151,2482670.0687
22.02.2021 00:00:00.000,1783.176,1812.535,1780.545,1810.335,91513374.3286
23.02.2021 00:00:00.000,1810.345,1815.875,1795.425,1805.705,84600372.3145
24.02.2021 00:00:00.000,1805.705,1813.745,1783.445,1802.965,87376510.6201
25.02.2021 00:00:00.000,1802.965,1804.105,1765.328,1769.775,119686698.9136
26.02.2021 00:00:00.000,1769.785,1775.605,1717.090,1733.188,113133468.6279
28.02.2021 00:00:00.000,1732.746,1739.755,1732.695,1739.085,2224149.9424
01.03.2021 00:00:00.000,1739.085,1759.715,1719.525,1724.905,98981140.1367
02.03.2021 00:00:00.000,1724.895,1740.446,1707.066,1736.416,83015480.0415
03.03.2021 00:00:00.000,1736.426,1737.366,1701.797,1710.374,84482276.9165
04.03.2021 00:00:00.000,1710.349,1723.104,1690.258,1694.195,103990531.9214
05.03.2021 00:00:00.000,1694.105,1707.669,1687.138,1699.398,90064201.355
07.03.2021 00:00:00.000,1701.718,1713.878,1701.718,1707.685,2940989.9712
08.03.2021 00:00:00.000,1707.685,1714.168,1676.696,1684.554,89164344.7876
09.03.2021 00:00:00.000,1684.554,1720.469,1680.014,1715.744,81808494.5679
10.03.2021 00:00:00.000,1715.744,1727.065,1708.141,1726.584,77057388.3057
11.03.2021 00:00:00.000,1726.594,1739.735,1719.115,1722.595,78562202.4536
12.03.2021 00:00:00.000,1722.595,1729.158,1699.078,1726.958,76495933.5327
14.03.2021 00:00:00.000,1727.188,1730.304,1724.135,1725.235,3461308.9561
15.03.2021 00:00:00.000,1725.235,1734.418,1721.554,1730.618,72052932.7393
16.03.2021 00:00:00.000,1730.608,1741.147,1726.114,1731.585,58790710.4492
17.03.2021 00:00:00.000,1731.585,1751.498,1724.018,1748.384,76048263.5498
18.03.2021 00:00:00.000,1748.354,1755.408,1719.115,1735.114,85056541.4429
19.03.2021 00:00:00.000,1735.094,1746.538,1728.391,1744.858,76207580.5664
21.03.2021 00:00:00.000,1746.009,1746.928,1737.868,1738.088,4062805.1758
22.03.2021 00:00:00.000,1738.075,1742.988,1727.238,1739.198,75033058.1665
23.03.2021 00:00:00.000,1739.218,1742.378,1724.578,1727.045,75997665.4053
24.03.2021 00:00:00.000,1727.105,1738.318,1723.624,1734.498,67827507.019
25.03.2021 00:00:00.000,1734.398,1745.388,1721.589,1727.218,82644447.3267
26.03.2021 00:00:00.000,1727.218,1736.648,1721.498,1731.808,66964599.6094
28.03.2021 00:00:00.000,1731.268,1732.988,1730.378,1731.015,2283034.0862
29.03.2021 00:00:00.000,1730.985,1732.788,1705.668,1711.858,63597789.7644
30.03.2021 00:00:00.000,1711.858,1714.318,1678.600,1685.398,76684295.6543
31.03.2021 00:00:00.000,1685.398,1715.258,1677.788,1707.358,71994308.4717
01.04.2021 00:00:00.000,1707.338,1730.465,1705.638,1728.805,63226684.5703
04.04.2021 00:00:00.000,1727.929,1729.768,1725.998,1727.968,3201139.9269
05.04.2021 00:00:00.000,1727.965,1733.448,1721.148,1729.308,47538833.6182
06.04.2021 00:00:00.000,1729.168,1745.318,1727.398,1743.155,60380851.7456
07.04.2021 00:00:00.000,1743.155,1743.255,1730.518,1736.728,55939430.2368
08.04.2021 00:00:00.000,1736.728,1758.565,1733.058,1754.055,55784656.5247
09.04.2021 00:00:00.000,1754.115,1757.238,1731.168,1743.028,59768272.3999
